czech_word	english_translation	czech_sentence	english_sentence
přidat	to add	Můžeš přidat trochu cukru?	Can you add a bit of sugar?
otevřený	open	Obchod je dnes otevřený.	The shop is open today.
počítač	computer	Počítač se právě aktualizuje.	The computer is updating.
zůstávat	to stay	Raději zůstávám doma.	I prefer staying home.
kámen	stone	Na cestě leží velký kámen.	A big stone lies on the path.
dnešní	today’s	Dnešní úkol je jednoduchý.	Today’s task is simple.
vnitřní	internal	Mám silný vnitřní pocit.	I have a strong inner feeling.
hodit	to throw	Hodil míč přes plot.	He threw the ball over the fence.
technologie	technology	Moderní technologie mě baví.	I enjoy modern technology.
jakýsi	some kind	Tam stojí jakýsi muž.	Some kind of man is standing there.
pán	gentleman	Pán čeká u dveří.	The gentleman is waiting at the door.
docela	quite	Je to docela dobré.	It is quite good.
zmizet	to disappear	Auto zmizelo za rohem.	The car disappeared around the corner.
majitel	owner	Majitel domu je pryč.	The owner of the house is away.
kuchyně	kitchen	Kuchyně je čistá.	The kitchen is clean.
pravidlo	rule	To je základní pravidlo.	That is a basic rule.
rozhodnutí	decision	Rozhodnutí bylo těžké.	The decision was difficult.
nějak	somehow	Nějak to zvládneme.	We will manage somehow.
doufat	to hope	Doufám v lepší den.	I hope for a better day.
průběh	progress	Průběh práce je pomalý.	The progress of the work is slow.
rozumět	to understand	Nerozumím té větě.	I don’t understand that sentence.
spát	to sleep	Dítě už spí.	The child is already sleeping.
znít	to sound	To zní dobře.	That sounds good.
vycházet	to go out	Každé ráno vycházím brzy.	I go out early every morning.
dopis	letter	Dostal jsem dlouhý dopis.	I received a long letter.
kus	piece	Dal mi malý kus chleba.	He gave me a small piece of bread.
vyhrát	to win	Chci vyhrát soutěž.	I want to win the competition.
boj	fight	Boj trval dlouho.	The fight lasted long.
velikost	size	Potřebuji jinou velikost.	I need a different size.
předtím	before	Předtím jsem tam nebyl.	I wasn’t there before.
host	guest	Host už odešel.	The guest has already left.
jednání	meeting	Jednání začne v deset.	The meeting starts at ten.
projít	to pass	Projdu parkem domů.	I will walk home through the park.
městský	urban	Městský život je rušný.	Urban life is busy.
fotografie	photograph	Tato fotografie je stará.	This photograph is old.
sen	dream	Měl jsem zvláštní sen.	I had a strange dream.
uvědomit	to realize	Uvědomil jsem si chybu.	I realized the mistake.
zákazník	customer	Zákazník čeká u pokladny.	The customer is waiting at the checkout.
aktivita	activity	Tato aktivita je zábavná.	This activity is fun.
historie	history	Historie mě zajímá.	History interests me.
snímek	snapshot	Snímek byl rozmazaný.	The snapshot was blurry.
banka	bank	Banka je dnes zavřená.	The bank is closed today.
událost	event	Událost byla úspěšná.	The event was successful.
prvek	element	To je důležitý prvek.	That is an important element.
povrch	surface	Povrch stolu je hladký.	The surface of the table is smooth.
kousek	piece	Dal mi kousek koláče.	He gave me a piece of cake.
spojený	connected	Oba problémy jsou spojené.	Both problems are connected.
loď	ship	Loď odplula ráno.	The ship sailed in the morning.
dít	to happen	Co se tady děje?	What is happening here?
vysvětlovat	to explain	Učitel vysvětluje látku.	The teacher explains the material.
jezdit	to ride	Každý den jezdím autobusem.	I ride the bus every day.
vracet	to return	Vracím se domů.	I am returning home.
ať	let	Ať to udělá hned.	Let him do it now.
chyba	mistake	To byla velká chyba.	That was a big mistake.
šťastný	happy	Jsem dnes šťastný.	I am happy today.
minulost	past	Minulost je za námi.	The past is behind us.
aspoň	at least	Aspoň něco udělej.	Do at least something.
moře	sea	Moře je klidné.	The sea is calm.
podnik	business	Podnik roste rychle.	The business is growing fast.
špatně	badly	Dnes se cítím špatně.	I feel bad today.
proud	stream	Proud vody je silný.	The stream of water is strong.
snadno	easily	To lze snadno opravit.	It can be easily fixed.
přicházet	to come	Přichází pozdě.	He comes late.
spolupráce	cooperation	Spolupráce byla úspěšná.	The cooperation was successful.
rostlina	plant	Rostlina potřebuje světlo.	The plant needs light.
ekonomický	economic	Ekonomický růst je stabilní.	Economic growth is stable.
ačkoli	although	Ačkoli prší, jdeme ven.	Although it rains, we go out.
zdravotní	health	Zdravotní stav je dobrý.	The health condition is good.
konstrukce	construction	Konstrukce je pevná.	The construction is solid.
ohled	regard	Ber to v ohled.	Take it into consideration.
styl	style	Má dobrý styl.	He has good style.
vůči	towards	Je laskavý vůči dětem.	He is kind towards children.
zlatý	golden	Má zlatý prsten.	She has a golden ring.
kontrola	control	Kontrola proběhla dobře.	The inspection went well.
klient	client	Klient čeká na smlouvu.	The client is waiting for the contract.
fakt	fact	To je známý fakt.	That is a known fact.
hluboký	deep	Je to hluboká řeka.	It is a deep river.
stavební	construction	Stavební práce začaly.	Construction work has begun.
pouhý	mere	Je to pouhý detail.	It is a mere detail.
důsledek	consequence	Důsledek byl jasný.	The consequence was clear.
doprava	transport	Doprava je pomalá.	Traffic is slow.
věda	science	Věda mě baví.	Science interests me.
ústa	mouth	Otevři ústa.	Open your mouth.
vnímat	to perceive	Nevnímám žádný zvuk.	I don’t perceive any sound.
dostávat	to receive	Dostávám mnoho e-mailů.	I receive many emails.
teorie	theory	Teorie je složitá.	The theory is complex.
pokusit	to attempt	Pokusím se to udělat.	I will attempt to do it.
bydlet	to live	Bydlím v Praze.	I live in Prague.
zástupce	representative	Zástupce firmy přijel.	The company representative arrived.
verze	version	Toto je nová verze.	This is the new version.
obor	field	Studuji technický obor.	I study a technical field.
stávat	to become	Stává se to často.	It happens often.
předpokládat	to assume	Předpokládám, že přijde.	I assume he will come.
obrázek	picture	Obrázek visí na stěně.	The picture hangs on the wall.
kdysi	once	Kdysi jsem tam bydlel.	I once lived there.
stovka	hundred	Mám stovku v kapse.	I have a hundred in my pocket.
hledisko	aspect	Z tohoto hlediska stačí.	From this aspect it’s enough.
září	September	Září bývá chladné.	September is usually cold.
vznik	origin	Vznik problému je jasný.	The origin of the problem is clear.
cm	centimeter	Má jen pět cm.	It is only five cm.
opustit	to leave	Opustil mě bez slova.	He left me without a word.
ztráta	loss	Ztráta byla velká.	The loss was big.
drobný	tiny	Je to drobný detail.	It is a tiny detail.
avšak	however	Avšak nic se nestalo.	However, nothing happened.
scéna	scene	Scéna byla temná.	The scene was dark.
liga	league	Liga začíná v sobotu.	The league starts on Saturday.
anebo	or	Můžeš jít, anebo čekat.	You can go or wait.
napětí	tension	Napětí mezi nimi roste.	Tension between them grows.
přesvědčit	to convince	Přesvědčil mě rychle.	He convinced me quickly.
vítr	wind	Vítr fouká silně.	The wind blows strongly.
duše	soul	Je to dobrá duše.	He is a good soul.
technika	technique	Tato technika funguje.	This technique works.
zima	winter	Zima letos začala brzy.	Winter started early this year.
učitel	teacher	Učitel čeká ve třídě.	The teacher waits in the classroom.
partner	partner	Partner odešel domů.	The partner went home.
pevný	firm	Stůl je pevný.	The table is firm.
dozvědět	to find out	Dozvěděl jsem se pravdu.	I found out the truth.
struktura	structure	Struktura textu je jasná.	The structure of the text is clear.
produkt	product	Produkt dorazil včas.	The product arrived on time.
volat	to call	Volám mu každý den.	I call him every day.
domov	home	Domov je tam, kde jsi.	Home is where you are.
dolar	dollar	Mám jen jeden dolar.	I have only one dollar.
zavřít	to close	Zavřel dveře potichu.	He closed the door quietly.
kulturní	cultural	Kulturní akce začíná.	The cultural event begins.
souvislost	connection	Souvislost je zřejmá.	The connection is obvious.
výška	height	Výška budovy je velká.	The height of the building is large.
zabít	to kill	Nechtěl nikoho zabít.	He didn’t want to kill anyone.
výhoda	advantage	To je velká výhoda.	That is a big advantage.
komunikace	communication	Komunikace selhala úplně.	Communication failed completely.
skvělý	great	Byl to skvělý den.	It was a great day.
park	park	Park je dnes prázdný.	The park is empty today.
kostel	church	Kostel stojí na kopci.	The church stands on a hill.
dodávat	to supply	Dodáváme čerstvé ovoce.	We supply fresh fruit.
divák	viewer	Divák odešel brzy.	The viewer left early.
generace	generation	Nová generace přichází.	A new generation is coming.
potvrdit	to confirm	Potvrdil čas schůzky.	He confirmed the meeting time.
léto	summer	Léto končí pomalu.	Summer ends slowly.
předseda	chairman	Předseda mluví první.	The chairman speaks first.
obr	giant	Obr stál u brány.	The giant stood at the gate.
vznikat	to arise	Problém vzniká znovu.	The problem arises again.
určit	to determine	Určil přesné místo.	He determined the exact place.
stanice	station	Stanice je daleko.	The station is far.
drahý	expensive	To auto je drahé.	That car is expensive.
počátek	beginning	Počátek byl těžký.	The beginning was difficult.
gól	goal	Dal první gól.	He scored the first goal.
pryč	away	Všichni jsou pryč.	Everyone is gone.
kategorie	category	Kategorie je jasně daná.	The category is clearly set.
vstoupit	to enter	Vstoupil do místnosti.	He entered the room.
utkání	match	Utkání skončilo remízou.	The match ended in a draw.
všude	everywhere	Bylo tam všude ticho.	There was silence everywhere.
svatý	holy	Svatý muž odešel.	The holy man left.
učit	to teach	Učím děti angličtinu.	I teach children English.
návštěvník	visitor	Návštěvník čeká venku.	The visitor waits outside.
konečný	final	Konečný výsledek známe.	We know the final result.
ucho	ear	Ucho mě bolí.	My ear hurts.
přírodní	natural	Přírodní barva vydrží.	The natural color lasts.
cizí	foreign	Cizí jazyk je těžký.	A foreign language is hard.
maso	meat	Maso je čerstvé.	The meat is fresh.
veřejnost	public	Veřejnost to neví.	The public doesn’t know.
maminka	mom	Maminka vaří večeři.	Mom cooks dinner.
dispozice	disposition	Mám vše k dispozici.	I have everything available.
střecha	roof	Střecha je nová.	The roof is new.
ruský	Russian	Ruský film běžel včera.	A Russian film played yesterday.
zkusit	to try	Zkusím to znovu.	I will try again.
následovat	to follow	Následuji jeho rady.	I follow his advice.
uživatel	user	Uživatel změnil heslo.	The user changed the password.
neustále	constantly	Neustále pracuje doma.	He constantly works at home.
náročný	demanding	Úkol byl velmi náročný.	The task was very demanding.
prodej	sale	Prodej začíná zítra ráno.	The sale starts tomorrow morning.
dávno	long ago	Už dávno odešel.	He left long ago.
vyrazit	to set out	Vyrazíme hned ráno.	We set out early morning.
takto	like this	Takto to nefunguje.	It doesn’t work like this.
internet	internet	Internet dnes nefunguje.	The internet doesn’t work today.
souhlasit	to agree	Souhlasím s tebou.	I agree with you.
řídit	to drive	Řídím auto opatrně.	I drive the car carefully.
krk	neck	Bolí mě krk.	My neck hurts.
krajina	landscape	Krajina byla nádherná.	The landscape was beautiful.
vždyť	after all	Vždyť to víš.	You know it after all.
hudební	musical	Hudební festival začal.	The music festival started.
krize	crisis	Krize trvá dlouho.	The crisis lasts long.
hotel	hotel	Hotel je plně obsazen.	The hotel is fully booked.
setkat	to meet	Setkám se s ním.	I will meet him.
motor	engine	Motor běží tiše.	The engine runs quietly.
předchozí	previous	Předchozí verze chybovala.	The previous version had errors.
praxe	practice	Praxe byla užitečná.	The practice was useful.
prázdný	empty	Pokoj je úplně prázdný.	The room is completely empty.
blízko	close	Bydlím blízko školy.	I live close to the school.
bránit	to defend	Bráním svůj názor.	I defend my opinion.
povinnost	duty	Povinnost je jasná.	The duty is clear.
režim	mode	Režim se změnil.	The mode changed.
pokus	attempt	Pokus selhal znovu.	The attempt failed again.
noviny	newspaper	Noviny vyšly dnes.	The newspaper came out today.
společenský	social	Společenský život roste.	Social life is growing.
sport	sport	Sport mi pomáhá.	Sport helps me.
tušit	to suspect	Tuším, co chceš.	I suspect what you want.
uvádět	to state	Uvádím jen fakta.	I state only facts.
ozvat	to call back	Ozvu se později.	I’ll call back later.
francouzský	French	Francouzský film běžel.	A French film played.
povídat	to chat	Povídáme si často.	We chat often.
dojem	impression	Mám dobrý dojem.	I have a good impression.
naděje	hope	Naděje stále existuje.	Hope still exists.
zabývat	to deal with	Zabývám se tím.	I deal with it.
okraj	edge	Stál na okraji.	He stood at the edge.
nosit	to wear	Nosím černé tričko.	I wear a black shirt.
mozek	brain	Mozek pracuje rychle.	The brain works fast.
smát	to laugh	Směju se potichu.	I laugh quietly.
karta	card	Karta nefunguje správně.	The card doesn’t work properly.
dřevěný	wooden	Dřevěný stůl vrže.	The wooden table creaks.
jižní	southern	Jižní část města roste.	The southern part grows.
způsobit	to cause	Způsobil velké škody.	He caused great damage.
titul	title	Získal nový titul.	He earned a new title.
nejprve	first	Nejprve to zkusím.	First I’ll try it.
záležet	to depend	Záleží na tobě.	It depends on you.
právní	legal	Právní spor skončil.	The legal dispute ended.
ret	lip	Ret mě bolí.	My lip hurts.
délka	length	Délka filmu je krátká.	The film length is short.
hrozit	to threaten	Hrozí velké riziko.	A big risk threatens.
zbraň	weapon	Zbraň byla nalezena.	The weapon was found.
sobota	Saturday	Sobota bude klidná.	Saturday will be calm.
spíš	rather	Spíš bych odešel.	I would rather leave.
hovořit	to speak	Hovořím pomalu.	I speak slowly.
zvolit	to choose	Zvolil správně.	He chose correctly.
dokument	document	Dokument jsem četl.	I read the document.
přiznat	to admit	Přiznal svou chybu.	He admitted his mistake.
správa	administration	Správa budovy selhala.	The building administration failed.
paměť	memory	Paměť se zlepšila.	Memory improved.
údaj	data	Údaj není přesný.	The data is not accurate.
stopa	trace	Stopa vede dál.	The trace leads further.
odborník	expert	Odborník radil dobře.	The expert advised well.
časopis	magazine	Časopis vyšel včera.	The magazine came out yesterday.
nijak	no way	Nijak to nepomohlo.	It didn’t help at all.
odborný	professional	Odborný názor chybí.	A professional opinion is missing.
řád	order	Řád byl porušen.	The order was violated.
sportovní	sport	Sportovní akce začala.	The sports event began.
složitý	complex	Problém je složitý.	The problem is complex.
kontakt	contact	Kontakt jsem ztratil.	I lost the contact.
bojovat	to fight	Bojoval až do konce.	He fought until the end.
založit	to found	Založil novou firmu.	He founded a new company.
pivo	beer	Pivo bylo studené.	The beer was cold.
horní	upper	Horní část padá.	The upper part is falling.
západní	western	Západní vítr fouká.	The western wind blows.
buď	either	Buď přijdeš, nebo ne.	Either you come or not.
krátce	briefly	Krátce jsem tam byl.	I was there briefly.
soukromý	private	Mám soukromý problém.	I have a private problem.
zpět	back	Vrátím se zpět domů.	I’ll return back home.
občan	citizen	Každý občan má práva.	Every citizen has rights.
přirozený	natural	Přirozený tón zní lépe.	A natural tone sounds better.
vyžadovat	to require	To vyžaduje čas.	It requires time.
použití	use	Použití je jednoduché.	The use is simple.
růst	growth	Růst cen pokračuje.	Price growth continues.
vojenský	military	Vojenský plán selhal.	The military plan failed.
šaty	dress	Šaty jsou příliš krátké.	The dress is too short.
jasně	clearly	Jasně to řekl.	He said it clearly.
riziko	risk	Riziko stále trvá.	The risk still remains.
uvažovat	to consider	Uvažuju o změně.	I’m considering a change.
konat	to act	Konám podle pravidel.	I act according to rules.
běžet	to run	Běžím domů rychle.	I run home quickly.
moc	power	Má velkou moc.	He has great power.
analýza	analysis	Analýza ukázala chybu.	The analysis showed an error.
vydržet	to endure	Vydržím to chvíli.	I’ll endure it for a while.
ročník	year	Je to starý ročník.	It’s an old vintage.
dopravní	traffic	Dopravní situace horší.	The traffic situation is worse.
lehký	light	Je to lehký úkol.	It’s an easy task.
starosta	mayor	Starosta odešel brzy.	The mayor left early.
tolik	so much	Nemám tolik času.	I don’t have that much time.
vadit	to bother	To mi nevadí.	It doesn’t bother me.
záležitost	matter	Záležitost je složitá.	The matter is complicated.
případně	possibly	Případně přijdu později.	I may come later.
mistr	master	Mistr dokončil práci.	The master finished the work.
zdravý	healthy	Jsem dnes zdravý.	I am healthy today.
holka	girl	Holka se směje.	The girl is laughing.
mysl	mind	Mysl je klidná.	The mind is calm.
stín	shadow	Stín padá na zem.	The shadow falls on the ground.
zub	tooth	Zub mě bolí.	My tooth hurts.
zadní	rear	Zadní dveře vržou.	The rear door creaks.
opakovat	to repeat	Opakuju to často.	I repeat it often.
osud	fate	Osud nás spojil.	Fate brought us together.
rána	blow	Rána byla silná.	The blow was strong.
uvedený	stated	Uvedený text chybí.	The stated text is missing.
využití	use	Využití je omezené.	The use is limited.
x	x	Písmeno X chybí.	The letter X is missing.
bota	boot	Bota je mokrá.	The boot is wet.
náměstí	square	Náměstí je prázdné.	The square is empty.
vozidlo	vehicle	Vozidlo zastavilo náhle.	The vehicle stopped suddenly.
svoboda	freedom	Svoboda je důležitá.	Freedom is important.
zdraví	health	Zdraví se zlepšuje.	Health is improving.
plyn	gas	Plyn uniká ven.	Gas is leaking out.
elektrický	electric	Elektrický proud bolí.	Electric current hurts.
píseň	song	Píseň zní krásně.	The song sounds beautiful.
král	king	Král sedí na trůnu.	The king sits on the throne.
objevovat	to discover	Objevuju nové věci.	I discover new things.
pocházet	to come from	Pocházím z Prahy.	I come from Prague.
nemoc	illness	Nemoc trvá dlouho.	The illness lasts long.
snadný	easy	Úkol je snadný.	The task is easy.
končit	to end	Film končí brzy.	The movie ends soon.
nalézt	to find	Nalezl řešení rychle.	He found a solution quickly.
klidně	calmly	Klidně počkám venku.	I’ll wait outside calmly.
potřebný	needed	Potřebný čas nemám.	I don’t have the needed time.
vzpomenout	to remember	Vzpomněl jsem si.	I remembered.
vstup	entry	Vstup je zakázán.	Entry is forbidden.
dřevo	wood	Dřevo je mokré.	The wood is wet.
jestliže	if	Jestliže přijdeš, začnu.	If you come, I’ll start.
nově	newly	Nově to funguje.	It works newly.
princip	principle	Princip je jednoduchý.	The principle is simple.
vlak	train	Vlak přijel pozdě.	The train arrived late.
armáda	army	Armáda postupuje dál.	The army advances further.
nápad	idea	Nápad se mi líbí.	I like the idea.
požádat	to request	Požádal o pomoc.	He asked for help.
fond	fund	Fond roste pomalu.	The fund grows slowly.
útok	attack	Útok začal náhle.	The attack began suddenly.
podíl	share	Podíl je malý.	The share is small.
leden	January	Leden bývá studený.	January is usually cold.
jaro	spring	Jaro začalo brzy.	Spring started early.
reagovat	to react	Reaguju okamžitě.	I react immediately.
květen	May	Květen bývá teplý.	May is usually warm.
přinášet	to bring	Přináším dobré zprávy.	I bring good news.
milimetr	millimeter	Chybí jeden milimetr.	One millimeter is missing.
osobnost	personality	Je silná osobnost.	He is a strong personality.
hrad	castle	Hrad stojí na kopci.	The castle stands on a hill.
vzpomínka	memory	Vzpomínka rychle mizí.	The memory fades quickly.
padnout	to fall	Padl na zem.	He fell to the ground.
starost	worry	Starost mě tíží.	The worry burdens me.
krajský	regional	Krajský úřad zavřel.	The regional office closed.
projev	speech	Projev trval krátce.	The speech lasted briefly.
oznámit	to announce	Oznámil důležité zprávy.	He announced important news.
podporovat	to support	Podporuju jeho plán.	I support his plan.
udržet	to keep	Udržím to tajné.	I will keep it secret.
herec	actor	Herec odešel brzy.	The actor left early.
vejít	to enter	Vejdu dovnitř potichu.	I’ll enter quietly.
vodní	water	Vodní hladina stoupá.	The water level rises.
seznam	list	Seznam je krátký.	The list is short.
současně	simultaneously	Dělám to současně.	I do it simultaneously.
typický	typical	Typický příklad chybí.	A typical example is missing.
popsat	to describe	Popsal celý problém.	He described the whole problem.
setkání	meeting	Setkání začalo pozdě.	The meeting started late.
dvakrát	twice	Byl tam dvakrát.	He was there twice.
restaurace	restaurant	Restaurace je plná.	The restaurant is full.
pravděpodobně	probably	Pravděpodobně přijde zítra.	He will probably come tomorrow.
závislý	dependent	Je závislý na pomoci.	He is dependent on help.
odmítnout	to refuse	Odmítl nabídku ihned.	He refused the offer immediately.
výše	height	Výše budovy roste.	The building height increases.
narodit	to be born	Narodil se v Praze.	He was born in Prague.
fáze	phase	Fáze projektu končí.	The project phase ends.
činit	to act	Činím podle pravidel.	I act according to rules.
tvorba	creation	Tvorba textu pokračuje.	Text creation continues.
chodba	hallway	Chodba je úzká.	The hallway is narrow.
ostrov	island	Ostrov je neobydlený.	The island is uninhabited.
dorazit	to arrive	Dorazil velmi pozdě.	He arrived very late.
hezký	nice	Hezký den končí.	A nice day ends.
zahraniční	foreign	Zahraniční host přijel.	A foreign guest arrived.
náhle	suddenly	Náhle se zastavil.	He stopped suddenly.
příčina	cause	Příčina je nejasná.	The cause is unclear.
pracovník	worker	Pracovník odešel domů.	The worker went home.
spojit	to connect	Spojil oba kabely.	He connected both cables.
vstát	to stand up	Vstal velmi rychle.	He stood up quickly.
počkat	to wait	Počkám venku chvíli.	I’ll wait outside a moment.
poskytovat	to provide	Poskytujeme základní služby.	We provide basic services.
potkat	to meet	Potkal jsem ho náhodou.	I met him by chance.
věta	sentence	Věta je příliš dlouhá.	The sentence is too long.
tma	darkness	Tma padla rychle.	Darkness fell quickly.
přejít	to cross	Přejdu ulici pomalu.	I’ll cross the street slowly.
g	g	Chybí písmeno g.	The letter g is missing.
chlap	guy	Chlap čeká venku.	The guy waits outside.
zásadní	fundamental	Zásadní problém trvá.	The fundamental problem remains.
třicet	thirty	Mám třicet korun.	I have thirty crowns.
přední	front	Přední dveře vržou.	The front door creaks.
složka	folder	Složka je prázdná.	The folder is empty.
účel	purpose	Účel je jasný.	The purpose is clear.
pomyslet	to think	Pomyslel na domov.	He thought of home.
noční	night	Noční vlak přijel.	The night train arrived.
praktický	practical	Je to praktický návod.	It is a practical guide.
připravovat	to prepare	Připravuju večeři doma.	I’m preparing dinner at home.
čin	act	Čin byl odvážný.	The act was brave.
neděle	Sunday	Neděle bude klidná.	Sunday will be calm.
sice	although	Sice prší, jdu.	Although it rains, I go.
prostřednictvím	through	Platím prostřednictvím banky.	I pay through the bank.
zvýšit	to increase	Zvýšil rychlost auta.	He increased the car’s speed.
literatura	literature	Literatura mě baví.	Literature interests me.
hladina	level	Hladina vody stoupá.	The water level rises.
prakticky	practically	Je to prakticky hotové.	It is practically done.
slabý	weak	Slabý signál mizí.	The weak signal disappears.
tvrdý	hard	Tvrdý kámen leží.	A hard stone lies.
most	bridge	Most je velmi starý.	The bridge is very old.
čtenář	reader	Čtenář čeká na knihu.	The reader waits for the book.
nebe	sky	Nebe je jasné.	The sky is clear.
umožnit	to enable	Umožnil mi vstup.	He enabled my entry.
wordělení	division	Wordělení není jasné.	The division is unclear.
vesnice	village	Vesnice je malá.	The village is small.
posadit	to sit down	Posadil se tiše.	He sat down quietly.
sníh	snow	Sníh padá pomalu.	Snow falls slowly.
britský	British	Britský tým vyhrál.	The British team won.
zámek	chateau	Zámek stojí u lesa.	The chateau stands by the forest.
židle	chair	Židle je dřevěná.	The chair is wooden.
jíst	to eat	Jím velmi pomalu.	I eat very slowly.
návrat	return	Návrat byl rychlý.	The return was quick.
dopadnout	to turn out	Vše dopadlo dobře.	Everything turned out well.
oběť	victim	Oběť čekala venku.	The victim waited outside.
přesný	exact	Přesný čas neznám.	I don’t know the exact time.
provádět	to perform	Provádím test znovu.	I perform the test again.
dějiny	history	Dějiny mě zajímají.	History interests me.
těžko	hardly	Těžko to zvládnu.	I can hardly manage it.
nedostatek	lack	Nedostatek vody trvá.	The lack of water continues.
pokoušet	to attempt	Pokouším se znovu.	I’m attempting again.
profesor	professor	Profesor odešel brzy.	The professor left early.
červen	June	Červen bývá teplý.	June is usually warm.
dech	breath	Dech se zrychlil.	The breath quickened.
poněkud	somewhat	Poněkud mě to trápí.	It troubles me somewhat.
prodávat	to sell	Prodávám staré knihy.	I sell old books.
jízda	ride	Jízda trvala krátce.	The ride lasted briefly.
normální	normal	Je to normální stav.	It is a normal state.
barevný	colored	Barevný obraz mizí.	The colored image fades.
babička	grandma	Babička vaří polévku.	Grandma cooks soup.
obvyklý	usual	Obvyklý postup selhal.	The usual procedure failed.
spokojený	satisfied	Jsem dnes spokojený.	I am satisfied today.
sto	hundred	Mám sto korun.	I have a hundred crowns.
euro	euro	Mám dvě eura.	I have two euros.
dařit	to go well	Daří se mi dobře.	It’s going well for me.
přičemž	whereas	Přičemž nic neřekl.	Whereas he said nothing.
úzký	narrow	Úzký most padá.	The narrow bridge is falling.
příjem	income	Příjem letos klesl.	Income dropped this year.
ženský	feminine	Ženský hlas zněl.	The feminine voice sounded.
majetek	property	Majetek byl prodán.	The property was sold.
venku	outside	Venku je tma.	It is dark outside.
přítomnost	presence	Přítomnost pomáhá všem.	Presence helps everyone.
č	c	The letter č chybí.	The letter č is missing.
jednou	once	Jednou jsem tam byl.	I was there once.
letní	summer	Letní den končí.	The summer day ends.
trest	punishment	Trest byl mírný.	The punishment was mild.
říjen	October	Říjen bývá chladný.	October is usually cold.
test	test	Test dopadl dobře.	The test turned out well.
koncert	concert	Koncert začal pozdě.	The concert started late.
loňský	last year	Loňský rok skončil.	Last year ended.
atmosféra	atmosphere	Atmosféra byla napjatá.	The atmosphere was tense.
důkaz	evidence	Důkaz chybí úplně.	The evidence is completely missing.
dlaň	palm	Dlaň mě pálí.	My palm burns.
sklo	glass	Sklo se rozbilo.	The glass broke.
navrhnout	to propose	Navrhl nový plán.	He proposed a new plan.
daň	tax	Daň letos stoupla.	The tax increased this year.
deník	journal	Deník jsem ztratil.	I lost the journal.
původně	originally	Původně jsem chtěl odejít.	Originally I wanted to leave.
dráha	track	Dráha je mokrá.	The track is wet.
ryba	fish	Ryba plave pomalu.	The fish swims slowly.
užívat	to use	Užívám léky denně.	I use medicine daily.
médium	medium	Médium selhalo náhle.	The medium failed suddenly.
překvapit	to surprise	Překvapil mě úplně.	He surprised me completely.
strávit	to spend	Strávím tam den.	I’ll spend a day there.
operační	operational	Operační systém padá.	The operating system crashes.
národ	nation	Národ se sjednotil.	The nation united.
knihovna	library	Knihovna je zavřená.	The library is closed.
orgán	organ	Orgán selhal náhle.	The organ failed suddenly.
sotva	barely	Sotva to vidím.	I barely see it.
politik	politician	Politik odešel brzy.	The politician left early.
buňka	cell	Buňka se dělí.	The cell divides.
komise	committee	Komise rozhodla rychle.	The committee decided quickly.
policejní	police	Policejní vůz přijel.	The police car arrived.
pěkný	nice	Pěkný den začíná.	A nice day begins.
severní	northern	Severní vítr fouká.	The northern wind blows.
viz	see	Viz text níže.	See the text below.
teplý	warm	Teplý čaj pomáhá.	Warm tea helps.
přístroj	device	Přístroj nefunguje správně.	The device doesn’t work properly.
spojení	connection	Spojení se ztratilo.	The connection was lost.
nahoru	upwards	Jdu nahoru pomalu.	I go upward slowly.
tradice	tradition	Tradice stále trvá.	The tradition still continues.
ideální	ideal	Ideální řešení chybí.	The ideal solution is missing.
dokonalý	perfect	Dokonalý plán selhal.	The perfect plan failed.
pít	to drink	Piju studenou vodu.	I drink cold water.
díl	part	Díl chybí úplně.	The part is completely missing.
dneska	today	Dneska mám volno.	I have a day off today.
region	region	Region roste rychle.	The region grows quickly.
navštívit	to visit	Navštívím ho zítra.	I will visit him tomorrow.
procházet	to walk through	Procházím parkem denně.	I walk through the park daily.
kapsa	pocket	Kapsa je prázdná.	The pocket is empty.
novinka	new item	Novinka dorazila dnes.	The new item arrived today.
nastat	to occur	Nastala tichá chvíle.	A quiet moment occurred.
tmavý	dark	Tmavý les děsí.	The dark forest scares.
pojem	concept	Pojem není jasný.	The concept is unclear.
sejít	to meet	Sejdeme se venku.	We will meet outside.
duben	April	Duben bývá deštivý.	April is usually rainy.
vítězství	victory	Vítězství bylo jasné.	The victory was clear.
uprostřed	in the middle	Stál uprostřed místnosti.	He stood in the middle of the room.
listopad	November	Listopad bývá studený.	November is usually cold.
březen	March	Březen přinesl změny.	March brought changes.
investice	investment	Investice se vyplatila.	The investment paid off.
existence	existence	Existence je nejistá.	Existence is uncertain.
křídlo	wing	Křídlo ptáka klesá.	The bird’s wing lowers.
výjimka	exception	Výjimka platí stále.	The exception still applies.
spatřit	to spot	Spatřil ho náhodou.	He spotted him by chance.
úvaha	consideration	Úvaha byla správná.	The consideration was correct.
nedávno	recently	Nedávno jsem tam byl.	I was there recently.
roh	corner	Stál v rohu místnosti.	He stood in the corner of the room.
opatření	measure	Opatření platí dál.	The measure remains in effect.
obecně	generally	Obecně souhlasím s tím.	I generally agree with that.
vědomí	consciousness	Vědomí se vrací.	Consciousness returns.
branka	goal	Branka padla rychle.	The goal fell quickly.
promluvit	to speak	Promluvil velmi tiše.	He spoke very quietly.
oheň	fire	Oheň hoří silně.	The fire burns strongly.
denně	daily	Denně cvičím doma.	I exercise at home daily.
ráno	morning	Ráno vstávám brzy.	I wake up early in the morning.
